,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
1396,1397,20,1,,57200,0.75,0.625,2,0.75,1,0.16666666666666666,17,1,1,1,2,0.45,0.45,1948,1950,1,1,3,6,2,0.0,0.5,0.5,2,0.5,0.5,0.3,0.35714285714285715,353.0,0.5,60.0,747.0,1,0.5,1,1,1687,0,1687,1.0,1,0,3,1,0.5,7,Min1,2,0.5,2,1966.0,0.375,2.0,572.0,0.1,0.5,0.16666666666666666,0,0,50,0,1,1,160000.0
1397,1398,70,2,51.0,6120,0.75,0.875,1,0.75,1,0.8333333333333334,9,1,1,1,1,0.45,0.75,1920,2004,1,1,2,2,2,0.0,0.5,0.5,3,0.5,0.5,0.5,0.6428571428571429,0.0,0.21428571428571427,939.0,939.0,1,0.9,1,1,939,574,1513,0.0,1,1,4,1,0.5,8,Typ,0,0,2,1933.0,0.375,1.0,180.0,0.3,0.3,0.16666666666666666,24,0,150,0,1,1,137500.0
1398,1399,50,1,60.0,7200,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,3,0.45,0.35,1950,1982,1,1,1,6,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.5,180.0,0.6428571428571429,676.0,1208.0,1,0.7,1,3,1136,768,1904,1.0,1,1,3,1,0.5,7,Min1,0,0,1,1950.0,0.375,1.0,240.0,0.1,0.5,0.8333333333333334,0,0,168,0,1,1,138000.0
1399,1400,50,1,51.0,6171,0.75,0.875,1,0.75,1,0.8333333333333334,24,1,1,1,3,0.55,0.55,1925,1990,1,1,6,3,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.35714285714285715,264.0,0.21428571428571427,712.0,976.0,1,0.9,1,1,1160,448,1608,0.0,2,1,3,1,0.7,7,Typ,1,0.7,2,1925.0,0.375,1.0,216.0,0.3,0.5,0.8333333333333334,147,16,0,0,1,1,137450.0
1400,1401,50,2,50.0,6000,0.75,0.875,1,0.75,3,0.8333333333333334,9,1,1,1,3,0.55,0.65,1929,1950,1,1,6,3,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,862.0,862.0,1,0.5,1,1,950,208,1158,0.0,1,0,3,1,0.5,5,Typ,1,0.7,3,1929.0,0.625,1.0,208.0,0.1,0.5,0.8333333333333334,0,0,112,0,1,1,120000.0
1401,1402,60,1,62.0,7415,0.75,0.625,1,0.75,1,0.8333333333333334,18,1,1,1,1,0.55,0.45,2004,2004,1,1,1,1,2,0.0,0.5,0.5,1,0.5,0.5,0.9,0.9285714285714286,759.0,0.21428571428571427,80.0,839.0,1,0.9,1,1,864,729,1593,1.0,2,1,3,1,0.5,8,Typ,1,0.5,1,2004.0,0.875,2.0,398.0,0.1,0.5,0.8333333333333334,100,75,0,0,1,1,193000.0
1402,1403,20,1,64.0,6762,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,2,0.65,0.45,2006,2006,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.7,0.3,0.6428571428571429,0.0,0.21428571428571427,1286.0,1286.0,1,0.9,1,1,1294,0,1294,0.0,2,0,2,1,0.7,6,Typ,1,0.7,1,2006.0,0.625,2.0,662.0,0.1,0.5,0.8333333333333334,168,55,0,0,2,3,193879.0
1403,1404,20,1,49.0,15256,0.75,0.625,1,0.75,4,0.8333333333333334,6,7,1,1,2,0.75,0.45,2007,2007,1,1,1,1,3,84.0,0.7,0.5,1,0.7,0.5,0.7,0.9285714285714286,929.0,0.21428571428571427,556.0,1485.0,1,0.9,1,1,1464,0,1464,1.0,2,0,3,1,0.7,6,Typ,0,0,1,2007.0,0.375,3.0,754.0,0.1,0.5,0.8333333333333334,168,160,0,0,1,1,282922.0
1404,1405,50,1,60.0,10410,0.75,0.875,1,0.75,3,0.8333333333333334,8,4,1,1,3,0.25,0.35,1915,1950,1,1,3,6,2,0.0,0.5,0.5,1,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,672.0,672.0,1,0.5,1,1,694,520,1214,0.0,1,0,3,1,0.5,6,Typ,0,0,2,1998.0,0.375,3.0,936.0,0.1,0.5,0.8333333333333334,216,0,160,0,1,6,105000.0
1405,1406,120,2,44.0,3842,0.75,0.625,4,0.75,1,0.5,3,1,1,4,2,0.75,0.45,2004,2005,2,1,7,7,3,174.0,0.7,0.5,1,0.9,0.5,0.7,0.9285714285714286,1373.0,0.21428571428571427,221.0,1594.0,1,0.9,1,1,1646,0,1646,1.0,2,0,2,1,0.7,5,Typ,1,0.7,1,2004.0,0.875,2.0,482.0,0.1,0.5,0.8333333333333334,128,53,0,155,1,1,275000.0
1406,1407,85,1,70.0,8445,0.75,0.875,1,0.75,3,0.8333333333333334,1,1,1,1,5,0.45,0.65,1972,2007,1,1,4,3,2,0.0,0.5,0.5,2,0.7,0.5,0.3,0.9285714285714286,656.0,0.21428571428571427,112.0,768.0,1,0.5,1,1,768,0,768,1.0,1,0,2,1,0.5,5,Typ,0,0,2,1988.0,0.375,2.0,396.0,0.1,0.5,0.8333333333333334,58,0,0,0,1,1,133000.0
1407,1408,20,1,,8780,0.75,0.625,1,0.75,3,0.8333333333333334,5,1,1,1,2,0.45,0.45,1985,1985,1,1,4,5,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,625.0,0.21428571428571427,208.0,833.0,1,0.9,1,1,833,0,833,1.0,1,0,3,1,0.5,5,Typ,0,0,0,,0.5,0.0,0.0,0,0.5,0.8333333333333334,0,0,0,0,1,1,112000.0
1408,1409,70,2,60.0,7740,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,1,1,0.35,0.65,1910,1950,1,1,1,1,2,0.0,0.5,0.5,2,0.3,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,622.0,622.0,1,0.7,1,1,741,622,1363,0.0,1,0,3,1,0.5,6,Typ,0,0,2,1966.0,0.375,2.0,528.0,0.1,0.5,0.8333333333333334,0,0,0,168,1,1,125500.0
1409,1410,60,1,46.0,20544,0.75,0.625,1,0.75,4,0.8333333333333334,7,1,1,1,1,0.65,0.55,1986,1991,1,1,8,5,1,123.0,0.5,0.7,2,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,791.0,791.0,1,0.7,1,1,1236,857,2093,0.0,2,1,3,1,0.5,7,Typ,1,0.5,1,1986.0,0.875,2.0,542.0,0.1,0.5,0.8333333333333334,364,63,0,0,1,1,215000.0
1410,1411,60,1,79.0,12420,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,1,0.65,0.45,2001,2001,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,666.0,0.21428571428571427,278.0,944.0,1,0.9,1,1,944,896,1840,1.0,2,1,3,1,0.7,6,Typ,0,0,1,2001.0,0.625,2.0,622.0,0.1,0.5,0.8333333333333334,0,45,0,0,1,1,230000.0
1411,1412,50,1,80.0,9600,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,3,0.55,0.75,1950,2005,1,1,1,1,2,0.0,0.5,0.7,2,0.5,0.5,0.9,0.35714285714285715,120.0,0.21428571428571427,736.0,856.0,1,0.9,1,1,1112,556,1668,0.0,1,1,3,1,0.5,6,Min2,0,0,1,1950.0,0.375,1.0,271.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,140000.0
1412,1413,90,1,60.0,7200,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,3,2,0.35,0.45,1949,1950,1,1,5,14,2,0.0,0.5,0.5,5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,4,0.3,2,2,1040,0,1040,0.0,2,0,2,2,0.5,6,Typ,0,0,2,1956.0,0.375,2.0,420.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,90000.0
1413,1414,20,1,88.0,10994,0.75,0.625,1,0.75,3,0.8333333333333334,13,1,1,1,2,0.75,0.45,2005,2006,1,1,1,1,3,366.0,0.7,0.5,1,0.7,0.7,0.9,0.9285714285714286,976.0,0.21428571428571427,868.0,1844.0,1,0.9,1,1,1844,0,1844,1.0,2,0,2,1,0.7,7,Typ,1,0.7,1,2005.0,0.875,2.0,620.0,0.1,0.5,0.8333333333333334,165,44,0,0,3,2,257000.0
1414,1415,50,1,64.0,13053,0.75,0.875,2,0.75,1,0.8333333333333334,9,1,1,1,3,0.55,0.65,1923,2000,3,1,3,6,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,833.0,833.0,1,0.7,1,1,1053,795,1848,0.0,1,1,4,1,0.7,8,Typ,1,0.7,2,1922.0,0.375,2.0,370.0,0.1,0.5,0.16666666666666666,0,0,0,220,1,1,207000.0
1415,1416,120,1,51.0,3635,0.75,0.875,1,0.75,1,0.8333333333333334,22,1,1,4,2,0.65,0.45,2007,2007,2,1,1,1,1,130.0,0.7,0.5,1,0.7,0.5,0.9,0.7857142857142857,988.0,0.21428571428571427,398.0,1386.0,1,0.9,1,1,1569,0,1569,0.0,2,0,1,1,0.7,7,Typ,1,0.5,1,2007.0,0.625,3.0,660.0,0.1,0.5,0.8333333333333334,143,20,0,0,1,1,175900.0
1416,1417,190,2,60.0,11340,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,2,1,0.35,0.55,1885,1950,1,1,1,10,2,0.0,0.5,0.5,1,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,777.0,777.0,1,0.7,1,1,1246,1044,2290,0.0,2,0,4,2,0.5,11,Typ,0,0,2,1971.0,0.375,2.0,560.0,0.1,0.5,0.16666666666666666,0,0,114,0,1,1,122500.0
1417,1418,60,1,,16545,0.75,0.625,1,0.75,1,0.8333333333333334,4,1,1,1,1,0.75,0.45,1998,1998,1,1,1,1,1,731.0,0.7,0.5,1,0.7,0.5,0.5,0.9285714285714286,781.0,0.21428571428571427,503.0,1284.0,1,0.9,1,1,1310,1140,2450,1.0,2,1,3,1,0.7,7,Typ,1,0.5,1,1998.0,0.875,3.0,1069.0,0.1,0.5,0.8333333333333334,0,126,0,0,1,1,340000.0
1418,1419,20,1,71.0,9204,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.45,0.45,1963,1963,1,1,4,4,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.35714285714285715,25.0,0.5,247.0,1144.0,1,0.5,1,1,1144,0,1144,1.0,1,1,3,1,0.5,6,Typ,0,0,2,1962.0,0.375,1.0,336.0,0.1,0.5,0.8333333333333334,0,88,0,0,3,1,124000.0
1419,1420,20,1,,16381,0.75,0.625,1,0.75,1,0.8333333333333334,3,1,1,1,2,0.55,0.45,1969,1969,1,1,8,5,1,312.0,0.7,0.7,2,0.5,0.5,0.3,0.5,1110.0,0.21428571428571427,734.0,1844.0,1,0.7,1,1,1844,0,1844,1.0,2,0,3,1,0.7,7,Typ,1,0.5,1,1969.0,0.625,2.0,540.0,0.1,0.5,0.8333333333333334,0,73,216,0,1,1,223000.0
1420,1421,60,1,90.0,11700,0.75,0.875,1,0.75,3,0.8333333333333334,7,1,1,1,1,0.55,0.55,1968,1968,1,1,4,4,1,420.0,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,404.0,0.21428571428571427,304.0,708.0,1,0.7,1,1,708,708,1416,0.0,2,1,3,1,0.5,7,Typ,1,0.5,1,1968.0,0.625,2.0,776.0,0.1,0.5,0.8333333333333334,0,169,0,119,1,1,179900.0
1421,1422,120,1,53.0,4043,0.75,0.875,1,0.75,1,0.8333333333333334,21,1,1,4,2,0.55,0.45,1977,1977,1,1,8,5,2,0.0,0.5,0.5,2,0.7,0.5,0.9,0.7857142857142857,360.0,0.21428571428571427,709.0,1069.0,1,0.5,1,1,1069,0,1069,0.0,2,0,2,1,0.5,4,Typ,1,0.3,1,1977.0,0.625,2.0,440.0,0.1,0.5,0.8333333333333334,0,55,0,165,1,1,127500.0
1422,1423,120,2,37.0,4435,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,4,2,0.55,0.45,2003,2003,1,1,1,1,1,170.0,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,686.0,0.21428571428571427,162.0,848.0,1,0.9,1,1,848,0,848,1.0,1,0,1,1,0.7,3,Typ,0,0,1,2003.0,0.875,2.0,420.0,0.1,0.5,0.8333333333333334,140,0,0,0,1,1,136500.0
1423,1424,80,1,,19690,0.75,0.625,1,0.75,4,0.8333333333333334,16,1,1,1,6,0.55,0.65,1966,1966,5,6,8,5,2,0.0,0.7,0.7,2,0.7,0.5,0.3,0.6428571428571429,0.0,0.21428571428571427,697.0,697.0,1,0.5,1,1,1575,626,2201,0.0,2,0,4,1,0.7,8,Typ,1,0.7,1,1966.0,0.375,2.0,432.0,0.5,0.7,0.8333333333333334,586,236,0,0,1,5,274970.0
1424,1425,20,1,,9503,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.45,0.45,1958,1983,2,1,4,4,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,457.0,0.5,193.0,1024.0,1,0.5,1,1,1344,0,1344,1.0,1,0,2,1,0.5,6,Min1,1,0.5,2,1970.0,0.375,1.0,484.0,0.1,0.5,0.8333333333333334,316,28,0,0,1,1,144000.0
1425,1426,20,1,80.0,10721,0.75,0.625,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.55,0.55,1959,1959,2,1,4,4,3,243.0,0.7,0.5,2,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1252.0,1252.0,1,0.9,1,1,1252,0,1252,0.0,1,0,3,1,0.7,7,Typ,0,0,2,1960.0,0.375,2.0,528.0,0.1,0.5,0.8333333333333334,0,39,0,0,1,1,142000.0
1426,1427,60,1,81.0,10944,0.75,0.625,1,0.75,1,0.8333333333333334,4,1,1,1,1,0.65,0.45,1994,1994,1,1,1,1,1,448.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,1000.0,0.21428571428571427,223.0,1223.0,1,0.9,1,1,1223,904,2127,1.0,2,1,3,1,0.7,5,Typ,2,0.5,1,1994.0,0.625,2.0,525.0,0.1,0.5,0.8333333333333334,171,132,0,0,1,1,271000.0
1427,1428,50,1,60.0,10930,0.75,0.875,2,0.75,1,0.8333333333333334,12,4,1,1,3,0.45,0.55,1945,1950,1,1,2,2,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.35714285714285715,580.0,0.21428571428571427,333.0,913.0,1,0.5,1,3,1048,510,1558,1.0,1,1,3,1,0.5,6,Typ,1,0.5,1,1962.0,0.375,1.0,288.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,140000.0
1428,1429,30,2,60.0,7200,0.75,0.875,1,0.75,3,0.8333333333333334,8,1,1,1,2,0.45,0.65,1940,1992,1,1,2,2,3,294.0,0.5,0.7,2,0.5,0.5,0.9,0.35714285714285715,510.0,0.21428571428571427,278.0,788.0,1,0.5,1,1,804,0,804,1.0,1,0,2,1,0.7,4,Typ,2,0.7,1,1940.0,0.375,1.0,240.0,0.1,0.5,0.8333333333333334,0,0,154,0,1,2,119000.0
1429,1430,20,1,,12546,0.75,0.625,1,0.75,3,0.8333333333333334,7,1,1,1,2,0.55,0.65,1981,1981,1,1,2,2,1,310.0,0.7,0.7,2,0.7,0.5,0.9,0.35714285714285715,678.0,0.21428571428571427,762.0,1440.0,1,0.9,1,1,1440,0,1440,0.0,2,0,3,1,0.7,7,Typ,1,0.5,1,1981.0,0.875,2.0,467.0,0.1,0.5,0.8333333333333334,0,0,99,0,1,1,182900.0
1430,1431,60,1,60.0,21930,0.75,0.125,1,0.75,1,0.8333333333333334,18,7,1,1,1,0.45,0.45,2005,2005,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.7,0.3,0.6428571428571429,0.0,0.21428571428571427,732.0,732.0,1,0.9,1,1,734,1104,1838,0.0,2,1,4,1,0.5,7,Typ,1,0.7,3,2005.0,0.875,2.0,372.0,0.1,0.5,0.8333333333333334,100,40,0,0,1,1,192140.0
1431,1432,120,1,,4928,0.75,0.625,1,0.75,1,0.8333333333333334,21,1,1,4,2,0.55,0.55,1976,1976,1,1,8,5,2,0.0,0.5,0.5,2,0.7,0.5,0.9,0.21428571428571427,958.0,0.21428571428571427,0.0,958.0,1,0.5,1,1,958,0,958,0.0,2,0,2,1,0.5,5,Typ,0,0,1,1976.0,0.625,2.0,440.0,0.1,0.5,0.8333333333333334,0,60,0,0,1,1,143750.0
1432,1433,30,1,60.0,10800,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,1,2,0.35,0.55,1927,2007,1,1,3,6,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,656.0,656.0,1,0.5,1,1,968,0,968,0.0,2,0,4,1,0.5,5,Typ,0,0,2,1928.0,0.375,1.0,216.0,0.3,0.3,0.8333333333333334,0,0,0,0,1,1,64500.0
1433,1434,60,1,93.0,10261,0.75,0.625,1,0.75,1,0.8333333333333334,18,1,1,1,1,0.55,0.45,2000,2000,1,1,1,1,1,318.0,0.5,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,936.0,936.0,1,0.9,1,1,962,830,1792,1.0,2,1,3,1,0.5,8,Typ,1,0.5,1,2000.0,0.875,2.0,451.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,186500.0
1434,1435,20,1,80.0,17400,0.75,0.875,3,0.75,1,0.5,5,1,1,1,2,0.45,0.45,1977,1977,1,1,5,8,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,936.0,0.21428571428571427,190.0,1126.0,1,0.3,1,1,1126,0,1126,1.0,2,0,3,1,0.5,5,Typ,1,0.7,1,1977.0,0.625,2.0,484.0,0.1,0.5,0.5,295,41,0,0,1,1,160000.0
1435,1436,20,1,80.0,8400,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.55,0.85,1962,2005,1,1,3,6,1,237.0,0.7,0.7,2,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1319.0,1319.0,1,0.5,1,1,1537,0,1537,1.0,1,1,3,1,0.7,7,Typ,1,0.7,1,1962.0,0.625,2.0,462.0,0.1,0.5,0.8333333333333334,0,36,0,0,3,2,174000.0
1436,1437,20,1,60.0,9000,0.75,0.875,1,0.75,2,0.8333333333333334,12,1,1,1,2,0.35,0.55,1971,1971,1,1,4,4,2,0.0,0.5,0.5,1,0.5,0.5,0.9,0.7857142857142857,616.0,0.21428571428571427,248.0,864.0,1,0.5,1,1,864,0,864,0.0,1,0,3,1,0.5,5,Typ,0,0,2,1974.0,0.375,2.0,528.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,120500.0
1437,1438,20,1,96.0,12444,0.75,0.875,1,0.75,2,0.8333333333333334,11,1,1,1,2,0.75,0.45,2008,2008,2,1,1,1,3,426.0,0.9,0.5,1,0.9,0.5,0.3,0.9285714285714286,1336.0,0.21428571428571427,596.0,1932.0,1,0.9,1,1,1932,0,1932,1.0,2,0,2,1,0.9,7,Typ,1,0.7,1,2008.0,0.875,3.0,774.0,0.1,0.5,0.8333333333333334,0,66,0,0,2,3,394617.0
1438,1439,20,2,90.0,7407,0.75,0.875,1,0.75,1,0.8333333333333334,8,4,1,1,2,0.55,0.65,1957,1996,1,1,2,2,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.9285714285714286,600.0,0.21428571428571427,312.0,912.0,1,0.5,1,3,1236,0,1236,1.0,1,0,2,1,0.5,6,Typ,0,0,1,1957.0,0.375,2.0,923.0,0.1,0.5,0.8333333333333334,0,158,158,0,1,1,149700.0
1439,1440,60,1,80.0,11584,0.75,0.875,1,0.75,1,0.8333333333333334,7,1,1,1,6,0.65,0.55,1979,1979,2,1,4,4,1,96.0,0.5,0.5,2,0.5,0.5,0.9,0.9285714285714286,315.0,0.5,114.0,539.0,1,0.5,1,1,1040,685,1725,0.0,2,1,3,1,0.5,6,Typ,1,0.5,1,1979.0,0.625,2.0,550.0,0.1,0.5,0.8333333333333334,0,88,216,0,1,1,197000.0
1440,1441,70,1,79.0,11526,0.75,0.625,2,0.75,1,0.5,3,1,1,1,8,0.55,0.65,1922,1994,1,1,2,2,2,0.0,0.5,0.5,3,0.9,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,588.0,588.0,1,0.3,1,1,1423,748,2555,0.0,2,0,3,1,0.5,11,Min1,1,0.7,2,1993.0,0.875,2.0,672.0,0.1,0.5,0.8333333333333334,431,0,0,0,1,1,191000.0
1441,1442,120,2,,4426,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,4,2,0.55,0.45,2004,2004,1,1,1,1,1,147.0,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,697.0,0.21428571428571427,151.0,848.0,1,0.9,1,1,848,0,848,1.0,1,0,1,1,0.7,3,Typ,1,0.5,1,2004.0,0.625,2.0,420.0,0.1,0.5,0.8333333333333334,149,0,0,0,1,1,149300.0
1442,1443,60,4,85.0,11003,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,1,1,0.95,0.45,2008,2008,1,1,1,1,3,160.0,0.9,0.5,1,0.9,0.5,0.3,0.9285714285714286,765.0,0.21428571428571427,252.0,1017.0,1,0.9,1,1,1026,981,2007,1.0,2,1,3,1,0.9,10,Typ,1,0.9,1,2008.0,0.875,3.0,812.0,0.1,0.5,0.8333333333333334,168,52,0,0,1,1,310000.0
1443,1444,30,1,,8854,0.75,0.875,1,0.75,1,0.8333333333333334,9,1,1,1,4,0.55,0.55,1916,1950,1,1,3,6,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,952.0,952.0,3,0.3,2,2,952,0,952,0.0,1,0,2,1,0.3,4,Typ,1,0.7,2,1916.0,0.375,1.0,192.0,0.3,0.1,0.5,0,98,0,40,1,1,121000.0
1444,1445,20,1,63.0,8500,0.75,0.875,1,0.75,2,0.8333333333333334,1,1,1,1,2,0.65,0.45,2004,2004,1,1,1,1,1,106.0,0.7,0.5,1,0.7,0.5,0.3,0.6428571428571429,0.0,0.21428571428571427,1422.0,1422.0,1,0.9,1,1,1422,0,1422,0.0,2,0,3,1,0.7,7,Typ,0,0,1,2004.0,0.625,2.0,626.0,0.1,0.5,0.8333333333333334,192,60,0,0,1,1,179600.0
1445,1446,85,1,70.0,8400,0.75,0.875,1,0.75,1,0.8333333333333334,10,1,1,1,5,0.55,0.45,1966,1966,1,1,1,1,2,0.0,0.5,0.5,2,0.5,0.5,0.7,0.21428571428571427,187.0,0.5,0.0,814.0,1,0.7,1,1,913,0,913,1.0,1,0,3,1,0.5,6,Typ,0,0,2,1990.0,0.375,1.0,240.0,0.1,0.5,0.8333333333333334,0,0,252,0,1,1,129000.0
1446,1447,20,1,,26142,0.75,0.625,1,0.75,4,0.8333333333333334,5,1,1,1,2,0.45,0.65,1962,1962,1,1,4,4,1,189.0,0.5,0.5,2,0.5,0.5,0.9,0.5,593.0,0.21428571428571427,595.0,1188.0,1,0.5,1,1,1188,0,1188,0.0,1,0,3,1,0.5,6,Typ,0,0,1,1962.0,0.375,1.0,312.0,0.1,0.5,0.5,261,39,0,0,1,1,157900.0
1447,1448,60,1,80.0,10000,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,1,0.75,0.45,1995,1996,1,1,1,1,1,438.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,1079.0,0.21428571428571427,141.0,1220.0,1,0.9,1,1,1220,870,2090,1.0,2,1,3,1,0.7,8,Typ,1,0.5,1,1995.0,0.625,2.0,556.0,0.1,0.5,0.8333333333333334,0,65,0,0,1,1,240000.0
1448,1449,50,1,70.0,11767,0.75,0.875,1,0.75,1,0.8333333333333334,16,1,1,1,1,0.35,0.65,1910,2000,1,1,2,4,2,0.0,0.5,0.5,2,0.3,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,560.0,560.0,1,0.7,2,1,796,550,1346,0.0,1,1,2,1,0.5,6,Min2,0,0,2,1950.0,0.375,1.0,384.0,0.3,0.5,0.8333333333333334,168,24,0,0,1,1,112000.0
1449,1450,180,2,21.0,1533,0.75,0.875,1,0.75,1,0.8333333333333334,15,1,1,5,5,0.45,0.65,1970,1970,1,1,7,7,2,0.0,0.5,0.5,2,0.7,0.5,0.3,0.9285714285714286,553.0,0.21428571428571427,77.0,630.0,1,0.9,1,1,630,0,630,1.0,1,0,1,1,0.9,3,Typ,0,0,0,,0.5,0.0,0.0,0,0.5,0.8333333333333334,0,0,0,0,1,2,92000.0
1450,1451,90,1,60.0,9000,0.75,0.875,1,0.75,2,0.8333333333333334,12,1,1,3,1,0.45,0.45,1974,1974,1,1,1,1,2,0.0,0.5,0.5,2,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,896.0,896.0,1,0.5,1,1,896,896,1792,0.0,2,2,4,2,0.5,8,Typ,0,0,0,,0.5,0.0,0.0,0,0.5,0.8333333333333334,32,45,0,0,1,1,136000.0
1451,1452,20,1,78.0,9262,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,1,2,0.75,0.45,2008,2009,1,1,7,7,3,194.0,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1573.0,1573.0,1,0.9,1,1,1578,0,1578,0.0,2,0,3,1,0.9,7,Typ,1,0.7,1,2008.0,0.875,3.0,840.0,0.1,0.5,0.8333333333333334,0,36,0,0,2,3,287090.0
1452,1453,180,2,35.0,3675,0.75,0.875,1,0.75,1,0.8333333333333334,16,1,1,4,6,0.45,0.45,2005,2005,1,1,1,1,1,80.0,0.5,0.5,1,0.7,0.5,0.7,0.9285714285714286,547.0,0.21428571428571427,0.0,547.0,1,0.7,1,1,1072,0,1072,1.0,1,0,2,1,0.5,5,Typ,0,0,5,2005.0,0.875,2.0,525.0,0.1,0.5,0.8333333333333334,0,28,0,0,1,1,145000.0
1453,1454,20,1,90.0,17217,0.75,0.875,1,0.75,1,0.8333333333333334,5,1,1,1,2,0.45,0.45,2006,2006,1,1,1,1,2,0.0,0.5,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1140.0,1140.0,1,0.9,1,1,1140,0,1140,0.0,1,0,3,1,0.5,6,Typ,0,0,0,,0.5,0.0,0.0,0,0.5,0.8333333333333334,36,56,0,0,1,2,84500.0
1454,1455,20,4,62.0,7500,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,1,2,0.65,0.45,2004,2005,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,410.0,0.21428571428571427,811.0,1221.0,1,0.9,1,1,1221,0,1221,1.0,2,0,2,1,0.7,6,Typ,0,0,1,2004.0,0.625,2.0,400.0,0.1,0.5,0.8333333333333334,0,113,0,0,1,1,185000.0
