Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
822,20,2,60.0,-0.5284792702297046,0.75,0.875,2,0.75,1,0.5,8,1,1,2,2,0.35,0.35,-0.6045528842898265,-1.49631277177589,1,1,2,2,2,-0.5669188163210045,0.3,0.5,2,0.3,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.8540213552093917,-0.2616456651874749,1,0.5,2,1,-0.5698351553838855,-0.7848905642207468,-1.116013601219571,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.5,-1.5620983014965208,4,-0.9241528710642197,0.0,2,0.2304625008596973,0.375,0.30698716627569994,0.47921265000436114,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.229177913090357,1.3838076521404186,0,1,1,9.3
823,60,1,0.0,0.28222225781374566,0.75,0.625,1,0.75,3,0.8333333333333334,18,1,1,1,1,0.65,0.45,1.0460783655857715,0.8966792953797542,1,1,1,1,2,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.7,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.6515603802308563,-0.46340459581355786,1,0.9,1,1,-0.7966664544290409,1.2818157382554176,0.4589263335722275,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,0.6235248286698352,0.7,3,0.2949518985393813,0.875,0.30698716627569994,-0.18425056916561275,0.0,0.5,0.8333333333333334,0.04971419762428235,0.007594313007329863,-0.35953914829025974,0,1,6,22.5
824,50,1,60.0,-0.03399444705650225,0.75,0.875,1,0.75,1,0.8333333333333334,24,1,1,1,3,0.55,0.65,-1.033717009257482,-1.6398922958052287,1,1,1,1,2,-0.5669188163210045,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.49459625356210407,-0.6198244409056896,1,0.5,1,1,-0.5494458251326356,0.48639040062068617,-0.023238464532162502,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,0.34948565968361267,1,0.6235248286698352,0.7,2,0.1548542415111023,0.375,-1.005012157822057,-1.0796939348985146,0.0,0.5,0.8333333333333334,1.9070313139763795,-0.7027223652857307,-0.35953914829025974,0,1,1,13.95
825,20,4,81.0,0.13286248301937836,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,1,2,0.75,0.45,1.1451162405783075,1.040258819409093,1,1,1,1,2,-0.5669188163210045,0.7,0.5,1,0.7,0.7,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,2.1120092109748985,0.9919800498262765,1,0.9,1,1,0.8395772982337653,-0.7848905642207468,-0.023238464532162502,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,0.6235248286698352,0.7,1,0.3016232155407279,0.625,0.30698716627569994,1.407133236256073,0.0,0.5,0.8333333333333334,-0.7406335114617164,1.3690346130690292,-0.35953914829025974,0,2,3,23.26
826,20,1,114.0,0.5876617293584238,0.75,0.875,1,0.75,1,0.8333333333333334,11,3,5,1,2,0.95,0.45,1.1781288655758193,1.1359785020953186,2,1,7,7,1,3.995446911427171,0.9,0.5,1,0.9,0.5,0.3,0.9285714285714286,2.6222831819912202,0.21428571428571427,-0.2697507980422545,2.32721611880114,1,0.9,1,1,2.3560337356704784,-0.7848905642207468,1.1525322521568213,1.0871478175873686,0.7812319615337806,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.9,0.34948565968361267,1,0.6235248286698352,0.7,1,0.3038469878745101,0.875,1.618986490373457,3.467116937734873,0.0,0.5,0.8333333333333334,0.7452201816199613,-0.03680047938598642,-0.35953914829025974,0,2,3,38.5
827,45,2,50.0,-0.511996442790598,0.75,0.875,1,0.75,1,0.8333333333333334,9,1,1,1,4,0.45,0.55,-1.5619190092176733,-1.6398922958052287,1,1,2,2,2,-0.5669188163210045,0.5,0.5,3,0.5,0.5,0.9,0.7857142857142857,0.7522464108122623,0.21428571428571427,-1.2752311456884642,-0.6062227152455042,1,0.7,1,1,-0.957232430157634,-0.7848905642207468,-1.4163785574157484,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.7,-0.9249036477698097,1,-0.9241528710642197,0.0,0,-4.159264086026377,0.5,-2.317011481919814,-2.1931986384005686,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,1.4460700378700855,0,1,1,10.95
828,20,1,65.0,-0.20782488104892805,0.75,0.625,1,0.75,1,0.8333333333333334,13,1,1,1,2,0.65,0.45,0.9800531155907476,0.8009596126935284,1,1,1,1,2,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,-0.9246410224984464,0.21428571428571427,1.9868928781229946,0.9126366501418619,1,0.9,1,1,0.699400652756422,-0.7848905642207468,-0.13192315262946352,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.7,-0.2877089940430985,1,0.6235248286698352,0.5,1,0.2905043538718169,0.625,0.30698716627569994,0.2518721063726918,0.0,0.5,0.8333333333333334,1.55137484488768,-0.125590064172619,-0.35953914829025974,0,1,1,18.9
829,60,1,0.0,2.3494224006383337,0.75,0.375,3,0.75,4,0.16666666666666666,20,1,1,1,1,0.45,0.45,-0.14237613432465904,-0.8262749929723097,5,6,8,5,2,-0.5669188163210045,0.5,0.5,1,0.5,0.7,0.7,0.21428571428571427,-0.42201376827311615,0.7857142857142857,-1.2752311456884642,-0.08709018588176268,1,0.5,1,1,0.0010660916511122441,1.4684257881403986,1.2355278321583967,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,0.34948565968361267,4,-0.9241528710642197,0.0,1,0.21489609452322186,0.875,0.30698716627569994,0.3029077386165359,0.0,0.5,0.8333333333333334,3.1004563546962376,-0.7027223652857307,-0.35953914829025974,225,1,2,18.5
830,160,4,24.0,-0.9666688981493425,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,5,1,0.65,0.45,1.1121036155807955,0.99239897806598,1,1,2,2,2,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.08967430360503316,-1.0233423021578556,1,0.9,1,1,-1.6300803284488814,0.6683351992585427,-0.5488771378754729,-0.8187888067594956,0.7812319615337806,1.232387720662429,-1.0456221209685077,-0.20766289448672728,0.7,-1.5620983014965208,1,-0.9241528710642197,0.0,2,0.2993994432069457,0.625,0.30698716627569994,0.033810768603539515,0.0,0.5,0.8333333333333334,-0.7406335114617164,1.7537894804777703,-0.35953914829025974,0,1,1,14.74
831,20,1,80.0,0.21958751354514003,0.75,0.625,1,0.75,3,0.8333333333333334,12,1,1,1,2,0.55,0.45,-0.47250238429977864,-1.3048734064034384,1,1,4,4,1,1.5968502236772109,0.5,0.5,2,0.5,0.5,0.9,0.5,1.3141353937017144,0.21428571428571427,-0.4744866154362791,0.7720854849866131,1,0.5,1,3,0.5923566689373599,-0.7848905642207468,-0.21491873263103886,1.0871478175873686,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,2.17120252840389,0.7,1,0.1926583711853998,0.625,0.30698716627569994,-0.06826049588414877,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,192,1,1,16.6
832,160,4,30.0,-0.8860298346780203,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,4,1,0.65,0.45,1.1121036155807955,0.99239897806598,1,1,2,2,2,-0.5669188163210045,0.5,0.5,1,0.7,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.08967430360503316,-1.0233423021578556,1,0.9,1,1,-1.6300803284488814,0.6146848099166106,-0.5943270983525261,-0.8187888067594956,0.7812319615337806,1.232387720662429,-1.0456221209685077,-0.20766289448672728,0.7,-1.5620983014965208,1,-0.9241528710642197,0.0,2,0.2993994432069457,0.625,0.30698716627569994,0.033810768603539515,0.0,0.5,0.8333333333333334,-0.7406335114617164,1.7537894804777703,-0.35953914829025974,0,1,1,15.1
833,60,1,44.0,-0.07862487212239129,0.75,0.625,1,0.75,4,0.8333333333333334,1,1,1,1,1,0.65,0.55,1.0460783655857715,0.8966792953797542,1,1,1,1,1,0.6799041705513521,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,0.09158788014927366,0.21428571428571427,-0.23335331939442788,-0.2503108938039871,1,0.9,1,1,-0.5570918239768544,1.2864809895025422,0.6486305164329711,1.0871478175873686,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,0.6235248286698352,0.5,1,0.2949518985393813,0.625,0.30698716627569994,0.6508779584609279,0.0,0.5,0.8333333333333334,0.7768340899834012,-0.125590064172619,-0.35953914829025974,0,1,1,23.7
834,20,1,100.0,-0.02080818510521685,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.55,0.55,-0.24141400931719492,-0.9698545170016483,1,1,4,5,1,0.43948538832932815,0.5,0.5,2,0.5,0.5,0.9,0.5,-0.538342346761948,0.6428571428571429,0.942740209413469,1.0531878152971106,1,0.5,1,1,0.9083912878317337,-0.7848905642207468,0.030115836897421637,-0.8187888067594956,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.20822477752187524,0.625,0.30698716627569994,-0.0033060548465289543,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,152,1,1,16.7
835,20,1,75.0,-0.29074618216566506,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.45,0.55,-0.34045188430973083,-1.1134340410309869,1,1,1,1,1,0.1934754716370246,0.5,0.5,2,0.5,0.5,0.9,0.5,0.2869320968569347,0.21428571428571427,0.025978715971336618,0.20988082436561786,1,0.7,1,1,-0.039712568851387596,-0.7848905642207468,-0.7049878716879598,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.20155346052052864,0.375,0.30698716627569994,-0.0775397017466659,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,13.995
836,20,1,60.0,-0.0720317411467486,0.75,0.875,1,0.75,1,0.8333333333333334,10,1,1,1,2,0.35,0.65,-0.7035907592823624,0.5138005646348511,1,1,1,4,2,-0.5669188163210045,0.5,0.5,2,0.7,0.5,0.9,0.35714285714285715,0.0015978477333848421,0.21428571428571427,0.14654536399226223,0.03532534505990563,1,0.5,1,1,-0.2359598725196681,-0.7848905642207468,-0.8571464350241813,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.7,-1.5620983014965208,4,-0.9241528710642197,0.0,1,0.2793854922029058,0.375,0.30698716627569994,-0.17033176037183706,0.0,0.5,0.8333333333333334,1.55137484488768,-0.7027223652857307,-0.35953914829025974,0,1,1,12.8
837,30,2,90.0,-0.2622182115979803,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,1,2,0.45,0.55,-0.7696160092773863,-0.5391159449136324,1,1,1,1,2,-0.5669188163210045,0.5,0.5,3,0.5,0.5,0.9,0.5,-0.22666955156545507,0.21428571428571427,1.502351443623803,1.1506668491951058,1,0.7,1,1,1.017983937932202,-0.7848905642207468,0.1150875021371297,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.5,-0.9249036477698097,4,-0.9241528710642197,0.0,2,0.17264442018135995,0.375,0.30698716627569994,1.574158941781381,0.0,0.5,0.8333333333333334,-0.7406335114617164,1.013876273922499,3.220548031165597,0,3,1,15.35
838,160,2,21.0,-1.076216305129252,0.75,0.875,1,0.75,1,0.8333333333333334,23,1,1,5,1,0.55,0.45,0.055699615660412725,-0.5391159449136324,1,1,4,4,1,0.3164804299831764,0.5,0.5,2,0.5,0.5,0.9,0.35714285714285715,-0.24422858228075045,0.21428571428571427,-0.9271802561186224,-1.2885759525314702,1,0.5,1,1,-1.7243809808609123,0.3907527500546334,-1.015233254074801,1.0871478175873686,-1.0271868296772464,1.232387720662429,-1.0456221209685077,-0.20766289448672728,0.5,-0.9249036477698097,1,-0.9241528710642197,0.0,2,0.2282387285259151,0.375,-1.005012157822057,-0.9683434645483092,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,10.0
839,20,1,75.0,-0.08154106466931017,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,2,0.45,0.55,0.7819773656056759,1.040258819409093,1,1,1,1,2,-0.5669188163210045,0.5,0.5,1,0.7,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,1.2248206689341252,0.1078678819142276,1,0.9,1,1,-0.15440255151466842,-0.7848905642207468,-0.7939117074039334,-0.8187888067594956,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.28605680920425247,0.375,-1.005012157822057,-0.560058406597556,0.0,0.5,0.8333333333333334,1.45653311979736,-0.7027223652857307,-0.35953914829025974,0,1,1,14.4
840,50,1,70.0,0.20272431316513082,0.75,0.875,1,0.75,1,0.8333333333333334,16,1,1,1,3,0.45,0.55,-0.8356412592724102,0.5138005646348511,1,1,2,2,2,-0.5669188163210045,0.5,0.5,2,0.5,0.5,0.9,0.35714285714285715,-0.19594124781368816,0.21428571428571427,-0.3288967008449727,-0.6424939836726652,1,0.9,1,1,-0.9980110906601339,0.2228037051581505,-0.5943270983525261,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,2,0.16819687551379553,0.375,-1.005012157822057,-1.0796939348985146,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,13.05
841,70,5,0.0,0.2519192135218494,0.75,0.625,1,0.75,1,0.8333333333333334,24,1,1,1,1,0.55,0.75,-1.5289063842201613,-1.6398922958052287,1,1,3,6,2,-0.5669188163210045,0.5,0.5,3,0.5,0.5,0.9,0.35714285714285715,-0.626137500338425,0.21428571428571427,-0.10141245929605647,-0.8601215942356311,1,0.5,2,1,-0.8909671068410718,0.7826338548130934,-0.037071061199091725,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,1.385418079037127,-0.20766289448672728,0.3,0.34948565968361267,1,-0.9241528710642197,0.0,2,0.14151160750840908,0.375,-1.005012157822057,-0.3373574658971452,0.0,0.5,0.5,-0.7406335114617164,-0.7027223652857307,3.5941223455436,0,1,1,14.0
842,70,2,60.0,0.034472682305941166,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,1,1,0.45,0.75,-2.2221715091679126,0.8488194540366414,1,1,2,2,2,-0.5669188163210045,0.5,0.5,1,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.20341642437949128,-0.9099945883229774,1,0.7,1,1,-0.5137644971929483,0.5703649230689276,0.07556579737447479,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.7,0.9866803134103238,1,0.6235248286698352,0.1,2,0.2504764518637372,0.375,0.30698716627569994,0.9895689724428026,0.039999999999999994,0.5,0.5,-0.1873901151015173,0.4515422369404927,0.6989214091140806,0,1,1,15.75
843,80,1,82.0,-0.14557050972122484,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,6,0.55,0.65,-0.175388759322171,-0.8741348343154225,1,1,4,4,1,0.45625879174016704,0.5,0.5,2,0.5,0.5,0.7,0.5,-0.28373640139016504,0.7857142857142857,-0.6473746390134555,0.1713426016617593,1,0.5,1,1,0.013809423058143444,-0.7848905642207468,-0.6634900816871722,1.0871478175873686,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.21267232218943966,0.625,0.30698716627569994,0.0802067979161251,0.039999999999999994,0.7,0.8333333333333334,-0.7406335114617164,1.2062537076268696,-0.35953914829025974,0,1,1,17.49
844,90,1,80.0,-0.2748973096280624,0.75,0.875,1,0.75,3,0.8333333333333334,12,4,1,3,2,0.45,0.35,-0.34045188430973083,-1.1134340410309869,1,1,5,8,2,-0.5669188163210045,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,2.819485202192028,1.6970028298792181,1,0.9,2,1,1.632212511751106,-0.7848905642207468,0.5913240445271215,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,3.816458279042762,4.455167790180623,0.5,2.261069620863746,1,-0.9241528710642197,0.0,0,-4.159264086026377,0.5,-2.317011481919814,-2.1931986384005686,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,14.1
845,50,2,100.0,0.3165826134752682,0.75,0.625,1,0.75,1,0.8333333333333334,8,4,1,1,3,0.45,0.75,-1.859032634195281,-1.6398922958052287,1,1,3,6,2,-0.5669188163210045,0.5,0.5,3,0.5,0.5,0.5,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.717530810280042,-0.3976629217893286,1,0.7,1,1,-0.7227551322682599,0.47472727250287483,-0.16749268691585295,-0.8187888067594956,-1.0271868296772464,1.232387720662429,1.385418079037127,-0.20766289448672728,0.5,0.34948565968361267,1,0.6235248286698352,0.7,2,0.17486819251514216,0.375,1.618986490373457,1.1473154721055936,0.0,0.5,0.8333333333333334,2.5630199125177584,-0.7027223652857307,2.6601865595985936,0,1,1,15.39
846,85,1,0.0,0.821464297033138,0.75,0.625,1,0.75,4,0.8333333333333334,10,5,1,1,5,0.45,0.45,0.12172486565543665,-0.15623721416872924,1,1,4,4,2,-0.5669188163210045,0.5,0.5,2,0.7,0.5,0.7,0.7857142857142857,2.082342987495887,0.21428571428571427,-1.2752311456884642,0.7675515764332179,1,0.5,1,1,1.3798945498918882,-0.7848905642207468,0.3956916059519796,1.0871478175873686,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,4,2.17120252840389,0.5,5,0.2326862731934795,0.875,0.30698716627569994,0.6415987525984107,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,17.1
847,60,1,75.0,-0.10791358857188098,0.75,0.875,1,0.75,1,0.8333333333333334,13,1,1,1,1,0.65,0.45,0.715952115610652,0.41808088194862536,1,1,4,4,1,0.19906660610730426,0.7,0.5,1,0.7,0.5,0.9,0.7857142857142857,0.15743424533163133,0.21428571428571427,-0.7588419173724243,-0.7059687034201969,1,0.9,1,1,-0.39142851568544873,1.008898540298633,0.5419219135738028,1.0871478175873686,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,0.6235248286698352,0.5,1,0.2727141752015592,0.375,0.30698716627569994,-0.22136739261568122,0.0,0.5,0.8333333333333334,1.1087801277995206,0.36275265215386016,2.62905536673376,0,1,1,21.3
848,20,1,36.0,0.678951235175015,0.75,0.625,1,0.75,4,0.8333333333333334,1,1,1,1,2,0.45,0.55,0.022686990662900766,-0.5869757862567452,1,1,4,5,2,-0.5669188163210045,0.5,0.5,2,0.5,0.5,0.3,0.35714285714285715,0.04110566684279944,0.21428571428571427,-0.3561948098308427,-0.4248663731096993,1,0.9,1,1,-0.7533391276451349,-0.7848905642207468,-1.2582917383651286,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.9249036477698097,1,0.6235248286698352,0.3,1,0.2260149561921329,0.375,-1.005012157822057,-0.6250128476351758,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,13.35
849,50,1,75.0,4.492443549682813,0.75,0.375,2,0.75,1,0.8333333333333334,20,1,1,1,3,0.55,0.75,-2.0901210091778646,0.6095202473210769,1,1,3,6,2,-0.5669188163210045,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.788050925160206,-0.3273873392117042,1,0.5,1,1,0.3757200350178296,1.666698966143191,1.6939796074051936,-0.8187888067594956,2.5896507527448076,-0.7561914703898819,2.600938179039945,-0.20766289448672728,0.5,2.261069620863746,1,0.6235248286698352,0.7,2,0.08369352683007171,0.375,0.30698716627569994,-0.5229415831474875,-0.04,0.5,0.8333333333333334,3.1004563546962376,-0.11079180004151357,-0.35953914829025974,175,1,1,24.0
850,80,1,80.0,-0.0720317411467486,0.75,0.875,1,0.75,2,0.8333333333333334,2,2,1,1,6,0.55,0.65,0.15473749065294862,0.46594072329173825,2,1,8,5,1,1.445889592979661,0.7,0.7,2,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,-0.07411435031018652,-1.18656301008008,1,0.9,1,1,-0.1671458829216996,0.9902375353101348,0.7000087326244225,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,0.34948565968361267,1,0.6235248286698352,0.5,1,0.23491004552726172,0.625,0.30698716627569994,0.1822780624038134,0.0,0.5,0.8333333333333334,0.1524593998054622,0.7771040478248121,-0.35953914829025974,0,1,1,18.7
851,120,2,36.0,-0.7269071544004898,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,4,2,0.55,0.45,1.0460783655857715,0.8966792953797542,1,1,1,1,1,0.3835740436265319,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,0.477886555885772,0.21428571428571427,-0.8452859291610125,-0.4611376415368603,1,0.9,1,1,-0.7941177881476347,-0.7848905642207468,-1.2899091021752527,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,-2.2611422209713252,-0.20766289448672728,0.7,-2.199292955223232,1,-0.9241528710642197,0.0,1,0.2949518985393813,0.875,0.30698716627569994,-0.244565407271974,0.0,0.5,0.8333333333333334,0.3658532812586819,-0.7027223652857307,-0.35953914829025974,0,1,1,13.15
852,120,1,0.0,-0.8840011789932072,0.75,0.875,1,0.75,1,0.8333333333333334,22,1,1,4,2,0.75,0.45,1.0460783655857715,0.8966792953797542,1,1,1,1,1,-0.3432734375098195,0.7,0.5,1,0.7,0.5,0.7,0.6428571428571429,-0.9685385992866848,0.21428571428571427,1.6206432492292395,0.5023179260596032,1,0.9,1,1,0.7554713109473593,-0.7848905642207468,-0.08844927739054312,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.7,0.34948565968361267,1,0.6235248286698352,0.5,1,0.2949518985393813,0.875,0.30698716627569994,-0.3373574658971452,0.0,0.5,0.8333333333333334,0.3895637125312618,-0.40675708266362215,-0.35953914829025974,0,1,1,21.5
853,75,1,53.0,-0.38545904445037843,0.75,0.875,1,0.75,1,0.8333333333333334,3,1,1,1,7,0.65,0.45,-1.00070438425997,-1.6398922958052287,1,1,2,2,2,-0.5669188163210045,0.5,0.7,2,0.5,0.5,0.9,0.5,-0.1696027017407451,0.21428571428571427,-0.014968447507468303,-0.30245084216803103,1,0.7,1,1,-0.6157111484491979,0.9132608897325801,0.2870069178546786,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,1.385418079037127,-0.20766289448672728,0.5,0.34948565968361267,1,2.17120252840389,0.7,2,0.1570780138448845,0.375,-1.005012157822057,-1.0796939348985146,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,126,1,1,16.4
854,80,1,0.0,0.24431175470380015,0.75,0.625,1,0.75,3,0.8333333333333334,12,1,1,1,6,0.55,0.55,-0.24141400931719492,-0.9698545170016483,1,1,2,4,1,0.07606164776115247,0.5,0.7,2,0.5,0.5,0.7,0.5,0.26937306614163936,0.21428571428571427,0.005505134231934159,0.1713426016617593,1,0.5,1,1,0.7274359818518907,-0.7848905642207468,-0.11018621501000332,-0.8187888067594956,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,0.34948565968361267,1,0.6235248286698352,0.3,1,0.20822477752187524,0.625,0.30698716627569994,0.7993452522612017,0.0,0.5,0.8333333333333334,0.6819923648930813,-0.7027223652857307,-0.35953914829025974,0,1,1,15.8
855,20,1,102.0,0.9828692149560833,0.75,0.875,1,0.75,1,0.8333333333333334,10,1,1,1,2,0.45,0.35,-0.5385276342948025,-0.49125610357051946,2,1,3,5,2,-0.5669188163210045,0.5,0.5,2,0.5,0.5,0.5,0.7857142857142857,-0.29690567442663657,0.5,-0.42898976712649584,1.6131255216414082,1,0.5,1,1,1.578690519841575,-0.7848905642207468,0.5498262545263338,1.0871478175873686,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,0.6235248286698352,0.7,1,0.18821082651783538,0.375,0.30698716627569994,-0.08681890760918301,0.0,0.5,0.8333333333333334,-0.7406335114617164,5.482952041516339,-0.35953914829025974,312,1,2,17.0
856,20,1,0.0,-0.41474776089986815,0.75,0.625,1,0.75,3,0.8333333333333334,10,1,1,1,2,0.45,0.75,-0.3074392593122188,1.2316981847815445,1,1,4,4,2,-0.5669188163210045,0.5,0.7,2,0.5,0.5,0.9,0.7857142857142857,0.477886555885772,0.21428571428571427,-0.4085161853870934,-0.025882420410928527,1,0.9,1,1,-0.3047738621176366,-0.7848905642207468,-0.9105007364537654,1.0871478175873686,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,2,0.20377723285431085,0.375,-1.005012157822057,-0.9869018762733435,0.0,0.5,0.8333333333333334,-0.7406335114617164,0.8362971043492339,-0.35953914829025974,0,1,1,12.7
857,80,1,0.0,0.10167190186537638,0.75,0.625,3,0.75,1,0.5,1,1,1,1,6,0.55,0.55,0.22076274064797252,-0.2998167381980679,1,1,8,4,2,-0.5669188163210045,0.5,0.5,2,0.7,0.7,0.7,0.9285714285714286,0.13987521461633595,0.35714285714285715,-1.2752311456884642,-0.2525778480806847,1,0.5,1,1,-0.34045519005732394,-0.7848905642207468,-0.9381659297876238,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.9249036477698097,1,-0.9241528710642197,0.0,2,0.24602890719617276,0.375,0.30698716627569994,0.47921265000436114,0.0,0.3,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,0.16969113041191042,0,1,1,14.7
